pid;credential_type;effective_duration_time_unit;effective_duration_time_value;signature_alg;created_time;seq_name;schema_id;vc_schema
fc8e44d4-b450-4efd-bab9-fe424c43411a;VirtualCardCredential;YEAR;5;ES256;2024-10-16 01:35:29.000;seq_1;https://digitalwallet.moda:8443/vc/api/schema/virtual-card-v1.json;{"$schema": "https://json-schema.org/draft/2020-12/schema#","$id": "http://frontend.service.modadw.dev.webe.hinet.services/api/schema/56801904/VirtualCardCredential/V1/d285201c-56f2-48b8-82a5-40369d595bdb","title": "VirtualCardCredential","description": "VirtualCardCredential using JsonSchema","type": "object","properties": {"credentialSubject": {"title": "credentialSubject","type": "object","properties": {"id": {                    "title": "id","type": "string","format": "uri"},"id_number": {"title": "id_number","type": "string"},"full_name": {"title": "full_name","type": "string"},"address": {"title": "address","type": "string"}}}}}
